sentence,sentiment
itz 4.02pm,1
Koi mere se zyada bda sallu ka fan hai to to lagatar iss film k pahle show dekhega koi hai to add me,1
Baat kidhr hogi,1
plzz aajaao yar....itna enry roza rkhne me ktm nahi hoti..jitni apka w8 krne me ho rhi h....plzz come na.....plzzzz....,1
are bhai salman yahan aane waala hai na twitter par koi bataiga qk iss post me twiitter ya fb mention nhi kiya hua hai,1
bhai aapki ye movie chhappar far dega ;),2
Rfta rfta dakho akh mari kadi h akh jisa lgi mera samna vo khda h i love you salman ji???????????,2
ache log ko ache gifts hi milte hain jaise indians ko aap mila sir ji.,2
Bhaijaan main pakistan se ho main apka bohot bra fan ho,1
Bhai jakaass bhai insallha super hit. ...,2
Modiji aapko hajaro salam.bahut pm aaya gaya karod lekhe gaya but aaptho imndar pm best of luck,2
bhai jaan humne suna hai jo apke kreeb hote hai ap unki har vis puri karte plz bhai ek baar mujhse baat kar lijiye g.e. bhai love u always,2
tiger bahoot busy hai abhi... dont disterb cat,2
sir orissa pe kavi aao na.plz...,1
aBHI SE SALMAN BHAI TENSION MAI HAHAHAHAHAHAHA,0
modiG u r great pm.lakin un sainiko ka bhi koi solutation h jo jantr mantr pat 29 din se bhukh hardtal oar baitha h.aur hamara media is news ko dikha bhi nhi raha h.WaH india ka media wah,2
bhaijaan aslam valekum,1
Wah maja aa gaya.,2
Sir g hum pad likh kar be barujgar ghum rhaye hain .....hun etni mahnat kar kye pade or etna padne k babjud be koi kaam nhi mil rha sab paise kye piche hain sir g ....plz hlp me sir g,0
Kay baat hai bhai jaan....,2
Lol haramzady apnay tu musalmano ko zalil kya allah apko hidayet karay ameen,0
Kamaal karte ho pandey jii ? ? ?,1
bhai plz 6000screen pe release karo bajrangi bhaijaan,1
"Salman bhai kahan hooo ...... 6 baj gaye ab 1 ghanta gaya to iftar ka time hota please ek reply dedijiye,, please bhaijaan ........",1
Sir sab ko pata hai na aap kise ka bura krta Ho or na kise ka bura chahta ho loveyou,2
khd ana to mumkin nhe shayid,1
5 pm bje krenge direct bt mere saat,1
Aisay ha bhaiya bajrangi......,1
India ka hal aisa hote jaiega to india may koi educated person nehi nicklegi,0
Kkia hha wifi ni hai,1
"sab ki aan sab ki shan sab ka ek bhai jaan ,,,,,,my bro salman khan",2
Salman bhai kaha hai,1
Then indeed with hardship comes ease. Indeed with hardship comes ease! ~Quran 94:5-6,1
hlo  salman sir,2
Bhai movie main social message kya hai batao,1
Aik Confusion dur krna bt kr k agr hu sake tw..,1
Plz ply ply plz plz salman sir 1 reply,1
allah kare is khabis ki movie flop ho,0
"sabse hatke sawal, aapko bajrangi bhaijaan kar k kaisa laga?",1
Hmmmm.....tum hare liya agyei hu...Salman :*:*,1
Bhai plz thoda time humare liye bhi nikal lijiye hume bhi aapse baat karni h,1
"Sir, Middel Class ki iteni postion kaha ki aap ke saath bat kar sake wo..driect... Salman Khan Sir.",1
Koi mujhe batayega ye fake news kisne dali,0
ku salman ka naam bina use kare kam nhi hota kya bhai logo,2
modi ji bangladash sa sab hendu ko india ma la chaleya plz eha musalman hendu ka vume dakal karlata ha or ve bahot aneti karta ha,1
hume bhi party chahiye,1
Sallman to bhout sir pakru chinal ka hai,1
Bhai jaan kuch kami si lag rahi h... Pata nai kyun.....,0
"Bhai pata nhi apku ye msg mile ya na mile par Kuch dino se apka dimag kharab hogaya h lagta ap ab do nao me sawaar hone ki koshish karrahe h behter yahi hoga k shahrukh ,aamir k jese ek imaan pe raho Allah hafiz",1
AaP nahi aaoge,1
ek reply mujhe bi kardo bhai,2
OLD BEST DOST GUD LAK HAMESA,2
hey mery inbox mai msg agay salman ka yahooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo\,2
Ase baat karoge aap comments pr??,1
Modhiji se India ki janta ko jo umide thi vo abhi tak jaha ki taha hai kuch esa strong kare jo anewale samay me bhi bana rahe kiyki samay ab kam he,1
bhai ek request h jab movie k mid m intrrval ho tb kisi film k promo k bajay aapke dwara kiye gye #SwachhBharat k video ko zaroor dikhna. jis se indians bhi swachh bharat k prati zagrook ho jaye. bhai plz reply once,2
Main up jasi hona chati hon.apon ka stayle or teri stayle vi ek jasi.apka dil me himmot ha to mujhe ek moka di je.so godbless me.,2
i luv u bhai. . .jo hate krte h plz msg na kre. . .becoz bhai ki olwys rite. . Wish u a bst lck #salman_bhai,1
4 baj gae bhaijaan..........,1
Kabhi ghar me bhi raha karo modi ji?,0
salman khan ka aphran ho gya tv pe aa rha h,2
hlw sir kha ho baat kro na,1
Modi Sab Pranam App bahut Achya kam kar rahe hai is kam me ham sab apke sath hai or meri apse vinti hai ki app apni tabiyat ka khayal rakiye app or app jivo hajharo sal vande matram bharat mata ki jai,2
bhai i  m aslo big fan of you .. i m frm kashmirr    ..apka bajrangi bhaijaan main kaise experince Raha ..woh bhi kashmir main shooting kr k nd pls replyy  aur kaise laga humra kashmir,2
Bummprrr hittt in saahALLAH....,2
PM MODI JI BAHUT UDARWADI VIKAS PURUS HAIN,2
Me duwa karta hun ki bhai aap ka ye muvi San ka rekod tod de,2
koi bhi uss fake pi pr yakeen kaise kr sakta h itna hi doubt tha toh trailr launch wala video dkh le na chahiye tha sb clear ho jata,0
Ground par karo ye jyada Bakwaas karna band karo.....abhi tak logo ki life par koi fark nahi huwa. .......koi bhi plan ya policy ka ground par jakar feedback liya karo.....policy launch karne se ya paise dene se janta ka bhala nahi hota. ....kyuki middle me khane waale bahut hai.....,0
bhijaan eid mubharak......,2
salman is me dono hi maire favourite hai hanuman ji or salman ap ye movie hit nhi super hit hogi,2
ara bhai jaan hum bhi to aap ke bhai hai chote bhai jaan...,2
i sapourt u saloo bhai i hole u r bajrangi bhaijan it's going,2
salman bhai mai aapka bahut bada fan hu aapke sath filmo me kam karna chahte hai,1
aaj ki party meri taraf se salman bhai,1
Salmanu mashallah Bahut hamsome ho!!!!khush raho!!!,2
Wai sale Ismail kutte jyada bhaukana sehat k liye nuksaandayak hai . Amma k pallu me so jaa ab ## boxdk,0
manka biswas kam jor hona...,0
Pooja soja nahi ane wala bhaija,0
"hey salman bhai , agar aap actor na hote to kya hote?",1
Ab sabr kab tak kare intezaar ki bhi hadd ho gyi,1
woh twitter pe painting tu kia acha tha,2
man ki bat ya dill ki bat......?,1
sallu bhai rocks,2
"Akhir show me apko kitne din tak dekte rahungi,?",1
sallu bhai rockz,2
Aur sab kaisa chalra hai,1
Ab eid celebrate krta ha kiya ramzan ka roza b rkhta ha.kyn k eid ka maza tb hi ata ha jb ramzan k roza rkho.,1
O pagal ye asli salman khan thori hai  :-),0
Aa to jao id wale din hi dekh lennge ki iss baar bhi record tutna hai pehele wali movies se haha....... Being salman khan? 1000 crores,2
Allah pak apko hadyat de bhai jan .. ameen,1
Madhar chod sale kutte ki aoulad salman khan ki ma ka bhosha,0
Net pack khatam ho gaya..paytm se recharge karo..,1
Salman bhai plz ek baar muje call karo 7048830072 plz plz bhai fir muje mout bhi aa jaye gi to chalega bhai,1
helo my bro sallu,1
hlooo shalu bhai kya hal h,1
Plz come pavan kumar chaturvaidi,1
bhai busy hai?,1
Punjab me disst... ferozpur,1
"Bohot accha hai . Aaj ki party mari taraf se , sab ko bolo utre flak se . Nice",2
Abe kha saitan ke cakkr me pade ho,1
woh ganna sab mere liye banna rahi hai mai suune gi,1
hum koi bhi bhai ka movie nahi chodte hain eid mobarak bhai....,2
Salman khan criminal.,0
Ap ko pakistan si kch behja tha pata nhe ap ko mila ha ya nhe,1
Wow is awesome hii iam Salman khan fone uthao yar khan fone uthao yar very very very nice voice iam so happy i love you Salman.<3,2
i know mai janta tha ke sallu is tarha ke bekar bat kbhi nhi bol sakta,1
alwys wth u,2
Meri ma apko bhot yaad karti he bhai,2
Salman sahab aap to meri aawaj sunenge nahi.Phir bhi aawaj laga raha hun.,1
Bby i love you hmasha milungi yhe mrta dam tak kbhi to rply doga,2
Hihihi sab ko ullu bana raha he salman,1
kam hai khatm kar leti hun bad me bat karungi,1
Tum musalman nahi hi,0
ab aa bhi jao,2
okk bhai bolo ku6..,1
Lllllllloooooooovvvvvvvvvvveeeeeeee youuuu salmaaann gggg,2
Me abhi se apka page khol ke betha hu,1
all song rocking han bahi,2
Insaniyat nd pyar sbse phle yaad rhta h,1
Salman bhai jan main apka wait kar rahi ho reply,1
Ajao bhai jaan kha par ho,1
Insha Allah blockbuster hoge bhai abki bar 300 cross Paar bajrangi bhaijaan,2
Sir.sera ke bad me mai aapka bodygurd rhunga..,2
Salman sir or kya aap baat nhi karege yaa time nhi hai aapke pass,0
Salman bhai mujhe to pata hai ke ye sub news jo bhi hai wo ghalat hai app ki film dekhne ke baad sub ko maloom hota ke koun kya hai aur koun kya hai,1
Bhaijaan of bollywod salman bhai,1
salman khan rock's ss,2
Bhaijan hum appka wait kar rahe hai pls ao,1
Kon kareaga rea terea sath bt tujhsea acha dog sea bt kr lu,1
mast h bhai ek no1.,2
Salman bas mjhe aapse ek ques poochna h bas or kuch,1
"Bhaijaan yeh msg , apke Muslim brothers ho ghuma rahe hai apko badnam karne ke liye",0
Ekbar meri dream koh sach kardona bhaii,1
Bajrangi bhai jan machai ga abki bar dhoo mai ehsan,2
Ihet salman tum is bar floap ho ha ha hamare city me nahi chalegi,0
bhaijaan 4:11 ho gya. kb aaoge aap,1
pleaseeee cevap dena bhai,1
V nice commet salu bhai,2
Sir kya berojgaari ka koi illaj hai aapke paas,0
"salman ji aap bahut ache hero ho aur aap k har film dekhne me bahut ache lagte ho aur bhagwan se duwa karta hu ki aap k bhajrangi bhaijan india k liy sabse bada film hoga aap k liy i miss you salman ji,,,,,,,,,,,,,,,,,,,,,,,,",2
Sab log sun lo salman bhai rat ke 10 bje aayenge,2
sir 4 baj gaye aao na plz,1
assalamwaelkum bhia jaan hm v h ap k chahane wale,2
mere pita ji bombay me rahte hai unhone ek bar aapse madad magi thi ek blood cancer k pationt ki madad ki aur aapne ki thi,1
Bhaijaan baat se palat gaye...... yeh aapki fitrat mai nai ho sakta.... aapka P.A naam kharaab kar rha hai aapka,2
Salman kha ho,1
Aisslam wa allaiquem bhaijaan,1
sir main bohut gorib hu....plz muje ap ki pas bula lo..........?,1
Apne dil jeet lia bhai...Allah bless you,2
Love you salman bhai ...missing. .you ..salman bhai,2
aage aane wale time me tumko dekha de ge tumari aukat,0
Bhai kaise ho?,1
nice salman bro,2
Salman tum baishram ho pahlai Nam ka Matlab janlo pir samjo gai,0
Salman bhai mujhe bhi aana hai,1
hi bhai aap ki film super ho jaye bajrangi bhai jaan,2
pata nhe ap kb takh karata ha ya intizar,1
sir hum apka sath hain,2
Zadardast plz jald e yeh time guzry,1
ek reply  bhai plzzzzz,1
Agar ek Muslim hoker iman ke saath gaddari kartha hai use support karnewala usse bada kuffar koyee nahi .pahale unku dawath do jo us darinda ko support kartha ho kaho ki Islam kya,0
sir 2 mints left,1
aapki film kaisi bhi q na ho humko 1st day 1st show dekni hi hai.,2
Eid mobarak bhaijaan kyse ho serkhan kab aega bhai,2
1 rply sir plzz,1
Jai hind modi ji,2
bhai jaan jaisa koi nhi mai super man bhai jaan ka fan.,2
"Salman ji aapki film super duper hit ho.sare record break kre.Ginnes book of record me naam ho jaye aapki film ka.Aap reply kro ,ya na kro ham to aapke liye pray krte hi rahenge.Amen!!!!",2
Jumme ki Shayam bhai k sath,1
yes bhaijan hm ap k sath hai,1
Salmaan sir bole or kaam na ho..sawal hi nhi ho skta...god sir Aap to sir..my god,2
"Inteha ho gayi intezar ki,Aayi na kuch khabar salman bhai ki...",1
Hi bizy man ap hum sy kaha baat karo gy apko razan Mubarak hooo eid par SMG zaror karna plz plz bye,2
4 baj gye hai lekin...Bhai abhi tak aaye nhi,1
Lagta hai darr gaya#UTurn,0
"Aap jaisa PM har desh ko milna chahiye,jo apne desh ke future ke liye itni kadi mehnat karke aisi scheme launch kar rhe hai.AAPKO PRAMAAM HAI MERA PM JI.",2
plzz slaman jrur aana onlin or plzz jrur baat krna apne fans se plzzz..plzzzz...,1
Movie ke postar fardege hum sale kutte ki,0
kya bhai sb kaam nipta kr aya tha ap se bt krne 3:30 ko or ab ap 4 pm.. chlo koi nhi ab 4 bjne ka wait krte h :-),1
I laik you sallu bhai jaan,2
Assalam walekum bhai,1
Sir life me ek baar apko milna he aapko milna he,1
bhai ur evergreen,2
Sehar aa gaya,1
Hi salman khan ! Plz kisi ko tou reply kare na.......,2
Yeh kaun boodeh ke peechhe padi hai bina makeup ke dekhle bhaag jaogi.,0
Bhai ne fool bna diya sabko hahahhah,1
salman khan ilove u wii u married me,2
Mene kia qusor kia he salman g jo mjh se bat nai kerte reply nai kerte,1
Salman aaja ghar mere eid par,1
Kuch nahi karoge tum india ke liye,0
Aa gaya bhai,1
Kafir hy tu salman knjr marwasy k btty,0
Madarchod supar dupar flop ho gae teri movieâ€¦BUHUBALI ROCXxx :),0
kab aarahe ho,1
Mubarak bhai aap ki film 1000 crore kama rahi hai aj ki party aap ki taraf se,2
bhai mera rply jarur krna pehle hi bta du ;-) apne khud hi bola hai main sare comment padhta hu ye v pdh lia hoga apne :-D,1
jaan meko bol tuje koi pareshani mai apne bhagwan ko chahta hai jawab de,1
meri koi ijjat thodi hai,0
Salmaaannnn pls baat karo,1
yo sir Ji mera tuition ka tym ho gaya...plz reply,1
kya ye dawat garib or yateemo k liye bhi hai,1
sir aap kya cheez ho? kamal!!!!,2
"kaya huya, kaha hai app,hum logo ko murga to nehe banareha hai?",1
Tnx bhai jan leliya,1
Wah. kya kehne!,2
Bajrangi Bhai hamse bhi guftgu kar liya karo........,2
bhai 4bje ayenge,1
Tu dil hai tu jaan hai..mera salman hai,2
Agar aap na media mein ya kha hoga ki musalmano ki bigar bajrangi bhaijaaan hit karunga then u are a foll,0
Nhi nhi thanks nhi 3 logo ko aur bta dena,1
oye alia privacy block,1
Bhai jaan tho bhai jaan he rahage koi aur unke copy nahi ker sakhta yaro yes or no,2
Salman bhaijan EID MOBARAK.,1
Luv u bhai jaan,2
hum apni new movie bajrangi bhaijaan ki dil se dou krte hai ki vo is sal ki kuvh shandar movies me samil ho bhaijaan,1
Salman mere jaan muuuhhhhhhaaa,2
sir kasam sy may apkay movies ka muntazir hon.sir apki torri si role bi mjy achi lagti hy...sir mjy bhulaao pllzzz sir,2
yaar bhai jaisa to aur koi paida hi nahi ho sakta I LOVE YOU BHAI,2
Salman bhai i love you nikhil raj hemanshu raj nikhil par frend request kijiye ga salman bhai pls pls pls,1
Kya socha hai shaadi k bare mai,1
Abe salman agar tere me itna hi dum h to IED me film mat release kiya kar fir dekhte. Dekhte h kaise hit hoti h Teri film.,0
Bhai jaan k se hai ap ghar wale k se hai ya film bajrangi bhaijaan qameebi ho gayi mujhe ko i d me add krna ha apko Ramzan ap sub ko Mubarak ho. Saad Khan pakistan Karachi .,2
salman bhai jaan friend request plz,1
modiji aap itna paysa ghumne me lagarahe ho desh girvi rakhana hai kya,0
Salman bhai nahi ayenge,1
App ke Intjar mein..luv u bhai,2
Yar pooja kya ho gya ha aise bat ni krte,0
lagat hai salman serf aapka he time qeemty hai hamara nahi?,1
Bollywood big super star bajrangi bhaijaan salman khan,2
salu g plz ek bar bt kr len mjhse EID se pehle hi meri EID h0jaegi plzzz,2
Muj ko ap sab ke dowa chahiye fans,1
3:31 ho gye g,1
Apki upcoming picture ke liye bhaut excited hun mai,2
kamal karte ho panday ji hume bula kr khud hi gayaab .....,1
Bhaijaan Allah ki ibadt aap bani h bani rhe bani rhegi bajrangi bhaijaan jrur hit hogi,2
hi salman vai......,1
Is movie ko salam bhai bhi nahi bacha payenge ?,0
Apne muje reply kiya to 'aj ki party meri taraf se',1
bhaijan eid mubarak,1
"salman bhaijan,....se baat krne hai,...bass ye bolna hai ur moive will superhit.....",2
bhai jan balkum salam ma shimla sa ho to numsta salman bhai,1
vrryy vrrrry nicee trailor,2
Bhai ..kab bajen ge 3.30,1
Bhay ab mera net pack khatam hone aya he,2
OK main aap ki intzar karugi Bas aap sache Salman khan hai Toh Itna jarur batana aap kaisa hai.....:) aapko dekhne ko Dil chahta hai ???,1
nich bhai g,2
4 pm ko salman bat krenge,1
Jo b ho par main aap se bhuuuuuut pyaar karty ho salman,2
luv u sallu..:-*,2
Rock salman bhaijaan jaisa koi ni,1
"aap galat na the, na ho, na hi hoge. bhai aap ki sadi ka intijar pure world ko hai .kab super duper news de rahe ho aap.",1
Kute ka bacha hai,0
Maza to tab hai jab kohinoor wapis lao,1
Bhai..don't worry,1
Eid mobarak bahi jan,2
kaha pe baat kroge Bhai ye toh bata do,1
dosto yai flim tho fulle hit pef hit hoge,2
Ek baar maine jo commitment kar di uske baad apne aap ki bhi nhi sunta.....,1
bhai mko.farq ni pdta,0
Shadhe karlo bhai,1
bhai ki bat hi alag hai. . .sb se hat k. . .bhai salman. . .,2
Kahan gayab ho gaye????,1
Hlp kr do mri plzz bhai,1
Inshallah bhai bajrangi bhaijaan will hit,2
hum bajarng bali k bhakt h or hum kbi juth nhi bolte .....kyo bhai ...,1
its not hindi its urdu and bolywood ager kamyab hai tu Urdu ki waja say,1
Bhai fahara khan ko me hu na ki khani ki jrurat he or vo mere pas he,1
I hate u salman khan tum jesa insaan maine duniya me kahi nai dekha,0
Bharat mata ke ji,1
salman bhai sultan film ke shuts chalu hai abhi,1
arey wah yrr,2
Sir ji kaha rah gye ab aa bhi jao jldi,1
Bhai mein to aap ka diwana hu aap ki koi se bhi film aati hai first show dhekta hu aur is saal bhi main dhoom macha duga....,2
sidhi vinayak ganesh ji ki jai hoooooo,2
Real hero sallu bhai ^_^,2
Nice movie 200 crore asani se kama legi,2
sir kiya huwa hai aap ko kuch to bolo ek baar call koro na bhai jaan 918399840411,1
4 baj gaye bhaijan bhaijan ji :-* <3,1
Salman bhai kaha ho ap,1
welcome bajarangi bijaan,1
Logo Uallu bna Aata hai bus 4 se 6 bje gye hai kha ho Tum....,0
Salman bhai ap vadio chat kro gy,1
me apka bhot bda fan hu,2
i cnt wait moree plzzzz comee :(,1
gdnt salman khan.kash ap reply karte.,1
oo bhikari.....kya bola tha tu muje muslaman ki zarurat ni nai abe sale tere jaiso ki musalmano ko zarurt nai hai,0
Realy kaha par,1
3:30 ka time tha,1
Merit Maya ka oppreation hai app ki madaat melaga,2
sare aade tede mere hi kimat me likha hai upar wale ne chun chun ke lga tha tum to sayad sahi hoge lekin nahi,0
love salo bhai,2
salman khan aapne kya kaha h,1
Salman sir or pata chala hai ki aap aajkal jaada gym me time bitate hai..? is baat me kitni sachhi hai? or agar sach hai to kya aap kis new movie ke leye body bana rahe hai,2
Meri akhri khosies h Ek br tujse sirf milna chate bs,2
World best pm narendar modi Ji mira bhart mahan,2
dream 4 me bajrangi bhaijaan,1
Bhai bohot time hogaya hai abb toh shuru karo!!!!!,1
Bhai Asr ki namaz baad aayenge kya ???,2
Aaj ki party mere taraf se..,1
ofcourse salman isme sochna kaisa..,1
Aagar salman sai hai to ek martaba media me saaf saaf bolde ke mene esa nahi bola ....simpal...,1
Aallah qasam salman khan agr bt ni ap ne hm se tou aaj k bd main khbi apki ek film b ni dekhunga aate q ni ho,0
Salman bhai tension mat lo....hum is ovaisi ki baaton me nhi aane wale.....movie super duper hit he,2
Meri bhi kr dijiye na plz.......mera bhatije ko thik kr dijiye ....apko allah ka wasta....,1
veerji i miss u apne ne baat nai ki jane dijiye koi gal ni,2
Kon se duniya hai hai muslim bhai. Jo kafir hai usko acha oor great bolray hai,0
super cool cool bro,2
Hello bhai plz rply me once plzzzzzzHello bhai plz rply me once plzzzzzzHello bhai plz rply me once plzzzzzzHello bhai plz rply me once plzzzzzz,1
Salman bhai min ap say bat Karna chata hn plzzzzzzzz bhai,2
bhai commitment kiye ho k 3.30pm aaoge to ab q bhai majaak kr rhe ho,1
Insha Allah blockbuster hoge abki bar 300 cross Paar bajrangi bhaijaan,2
mujhe mil gaya haii.....,1
Hye meri cutey,2
pure bachio ki jaan lena hai kya aise pics dekha k,1
Apna bhai sallu bhai d everlasting men :-),2
Apko pta nhi hh m apko kitna psn krte hu,1
hame koi like kijiye hum bajrangi se kam nahi hai,1
Bhaijaan kidar ho,1
Time math chage karo bhai,1
asalam o alekum salman bhai kse hn ap ap bht ache hn,1
eid baad hogi bhai party to wo bhi bajrangi bhaizan movie ke saath sbhi no tv no movie,2
